Location name,Amount spent (TRY)
Adana Province,5461
Adıyaman Province,334
Afyonkarahisar Province,1277
Aksaray Province,2505
Amasya Province,3346
Ankara Province,9662
Antalya Province,5152
Ardahan Province,419
Artvin Province,1048
Aydın Province,983
Ağrı Province,188
Balıkesir Province,3994
Bartın Province,325
Batman Province,460
Bayburt Province,≤100
Bilecik Province,319
Bingöl Province,121
Bitlis Province,279
Bolu Province,315
Burdur Province,294
Bursa Province,4728
Denizli Province,1426
Diyarbakır Province,929
Düzce Province,348
Edirne Province,257
Elazığ Province,391
Erzincan Province,768
Erzurum Province,1167
Eskişehir Province,2169
Gaziantep Province,2604
Giresun Province,2221
Gümüşhane Province,121
Hakkâri Province,≤100
Hatay Province,2775
Isparta Province,753
Istanbul Province,145180
Iğdır Province,≤100
Kahramanmaraş Province,1466
Karabük Province,501
Karaman Province,513
Kars Province,168
Kastamonu Province,2260
Kayseri Province,2632
Kilis Province,137
Kocaeli Province,2499
Konya Province,4807
Kütahya Province,879
Kırklareli Province,570
Kırıkkale Province,329
Kırşehir Province,246
Malatya Province,412
Manisa Province,3190
Mardin Province,508
Mersin Province,34940
Muğla Province,1228
Muş Province,140
Nevşehir Province,346
Niğde Province,373
Ordu Province,4042
Osmaniye Province,1091
Rize Province,475
Sakarya Province,1241
Samsun Province,5454
Siirt Province,204
Sinop Province,743
Sivas Province,417
Tekirdağ Province,965
Tokat Province,3495
Trabzon Province,1313
Tunceli Province,≤100
Unknown,≤100
Uşak Province,1294
Van Province,457
Yalova Province,309
Yozgat Province,451
Zonguldak Province,1018
Çanakkale Province,922
Çankırı Province,421
Çorum Province,709
İzmir Province,9223
Şanlıurfa Province,2361
Şırnak Province,215